title,image_url,image_file
The Day the Crayons Came Home (Crayons),http://books.toscrape.com/media/cache/ec/08/ec08efebaa33a403e54080b48c139794.jpg,covers/The Day the Crayons Came Home (Crayons).jpg
The Complete Poems,http://books.toscrape.com/media/cache/e5/f2/e5f270cf4a079a7d411439abe17691e0.jpg,covers/The Complete Poems.jpg
The Book of Basketball: The NBA According to The Sports Guy,http://books.toscrape.com/media/cache/61/2c/612caeb0b2acb35c100629f0f52a40d7.jpg,covers/The Book of Basketball: The NBA According to The Sports Guy.jpg
The Blind Side: Evolution of a Game,http://books.toscrape.com/media/cache/5e/ee/5eeecab909b9e87ddfb6e3d31078fbbf.jpg,covers/The Blind Side: Evolution of a Game.jpg
Something Borrowed (Darcy & Rachel #1),http://books.toscrape.com/media/cache/6d/6d/6d6d5799190b4f9ef89f3bbc8b67d60d.jpg,covers/Something Borrowed (Darcy & Rachel #1).jpg
"Saga, Volume 3 (Saga (Collected Editions) #3)",http://books.toscrape.com/media/cache/d8/fd/d8fd30b3e5781e880a3efe4c9495b417.jpg,"covers/Saga, Volume 3 (Saga (Collected Editions) #3).jpg"
Life Without a Recipe,http://books.toscrape.com/media/cache/80/b3/80b3e38be4204b3b64cdbe8c80dcf1f9.jpg,covers/Life Without a Recipe.jpg
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",http://books.toscrape.com/media/cache/a1/03/a10370da29e4ba78c7a75a14041eae0e.jpg,"covers/Lamb: The Gospel According to Biff, Christ's Childhood Pal.jpg"
Lady Renegades (Rebel Belle #3),http://books.toscrape.com/media/cache/d2/c2/d2c259e13fe3097325549a14f996b462.jpg,covers/Lady Renegades (Rebel Belle #3).jpg
Into the Wild,http://books.toscrape.com/media/cache/e2/ca/e2ca3b870db8071034edea19b1da3de2.jpg,covers/Into the Wild.jpg
Inferno (Robert Langdon #4),http://books.toscrape.com/media/cache/e3/11/e3111146083821b5a3670d869ab40d2a.jpg,covers/Inferno (Robert Langdon #4).jpg
Gratitude,http://books.toscrape.com/media/cache/07/b6/07b673e7d367a5e89418bd513a8d5e72.jpg,covers/Gratitude.jpg
Gone Girl,http://books.toscrape.com/media/cache/24/ad/24ad42075b1aa1403aef934c29c1e8ba.jpg,covers/Gone Girl.jpg
Fifty Shades Freed (Fifty Shades #3),http://books.toscrape.com/media/cache/18/d8/18d8e02c75c2ef23556c9746fae57e43.jpg,covers/Fifty Shades Freed (Fifty Shades #3).jpg
Disrupted: My Misadventure in the Start-Up Bubble,http://books.toscrape.com/media/cache/2c/32/2c32dd01215c98fc1f6b176b6a9b3ece.jpg,covers/Disrupted: My Misadventure in the Start-Up Bubble.jpg
Dead Wake: The Last Crossing of the Lusitania,http://books.toscrape.com/media/cache/69/0e/690ee5b7ef94ea460861eee2e67fd787.jpg,covers/Dead Wake: The Last Crossing of the Lusitania.jpg
Dark Places,http://books.toscrape.com/media/cache/51/bf/51bf575f9af355f4f9f98abe8986402a.jpg,covers/Dark Places.jpg
Crazy Rich Asians (Crazy Rich Asians #1),http://books.toscrape.com/media/cache/9a/62/9a621372fed3a80015283013d8a452cd.jpg,covers/Crazy Rich Asians (Crazy Rich Asians #1).jpg
Breaking Dawn (Twilight #4),http://books.toscrape.com/media/cache/ce/24/ce242d3eb00bf1938d6c18e0261ef868.jpg,covers/Breaking Dawn (Twilight #4).jpg
Brave Enough,http://books.toscrape.com/media/cache/94/c7/94c7add56827e01998189a021ec060e2.jpg,covers/Brave Enough.jpg
Blink: The Power of Thinking Without Thinking,http://books.toscrape.com/media/cache/5d/41/5d415bc31b1f856a2a9dc8706fd19abd.jpg,covers/Blink: The Power of Thinking Without Thinking.jpg
Between Shades of Gray,http://books.toscrape.com/media/cache/f9/19/f919f64fc0e3642cdc604134bfd93774.jpg,covers/Between Shades of Gray.jpg
Beautiful Creatures (Caster Chronicles #1),http://books.toscrape.com/media/cache/82/06/8206f351bd1ff6f52eed515a3b366916.jpg,covers/Beautiful Creatures (Caster Chronicles #1).jpg
Annie on My Mind,http://books.toscrape.com/media/cache/88/ba/88baf408218bf1e31626211da4329c6b.jpg,covers/Annie on My Mind.jpg
A Visit from the Goon Squad,http://books.toscrape.com/media/cache/92/02/9202adfd4bc39e4058c5b9e851ffbf5a.jpg,covers/A Visit from the Goon Squad.jpg
A Heartbreaking Work of Staggering Genius,http://books.toscrape.com/media/cache/7a/58/7a587c5814f33c0c54e8bfa0ef66d690.jpg,covers/A Heartbreaking Work of Staggering Genius.jpg
Life,http://books.toscrape.com/media/cache/99/97/9997eda658c2fe50e724171f9c2a2b0b.jpg,covers/Life.jpg
H is for Hawk,http://books.toscrape.com/media/cache/78/3c/783c89d21306b712d832dbac267b786a.jpg,covers/H is for Hawk.jpg
"Fruits Basket, Vol. 2 (Fruits Basket #2)",http://books.toscrape.com/media/cache/e9/fb/e9fb3236b73384253144f89b6eec6a68.jpg,"covers/Fruits Basket, Vol. 2 (Fruits Basket #2).jpg"
While You Were Mine,http://books.toscrape.com/media/cache/45/e8/45e87bcad554d79eadf0f89df9cac6f9.jpg,covers/While You Were Mine.jpg
Ways of Seeing,http://books.toscrape.com/media/cache/a8/3a/a83a4d31d30dc3cb26a29899a5c3b91d.jpg,covers/Ways of Seeing.jpg
Travels with Charley: In Search of America,http://books.toscrape.com/media/cache/ff/60/ff60e98e3da9c76d6f65b26bd7142d94.jpg,covers/Travels with Charley: In Search of America.jpg
The Zombie Room,http://books.toscrape.com/media/cache/1a/2d/1a2d5e478c6b33738ff17e7acfbd8b66.jpg,covers/The Zombie Room.jpg
The Tumor,http://books.toscrape.com/media/cache/db/f4/dbf4f5d4e7c0364b078aa5ce7e196853.jpg,covers/The Tumor.jpg
The Silent Wife,http://books.toscrape.com/media/cache/9b/a3/9ba37429e4a2307fe0b2f4f4162dd636.jpg,covers/The Silent Wife.jpg
The Hook Up (Game On #1),http://books.toscrape.com/media/cache/38/f1/38f1543cd2d51c2728678f5ecc128958.jpg,covers/The Hook Up (Game On #1).jpg
The Haters,http://books.toscrape.com/media/cache/4c/e9/4ce9f937ac784ae0b377bcbf2a38a8b2.jpg,covers/The Haters.jpg
The Girl You Lost,http://books.toscrape.com/media/cache/90/0d/900dba6987796f4312a6a6737b0ea94d.jpg,covers/The Girl You Lost.jpg
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",http://books.toscrape.com/media/cache/0d/22/0d22f9ee696b7443d1573e7752645c6d.jpg,"covers/Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5).jpg"
Off Sides (Off #1),http://books.toscrape.com/media/cache/03/ed/03ed67ea504353b91b035151d8e80db2.jpg,covers/Off Sides (Off #1).jpg
Kitchens of the Great Midwest,http://books.toscrape.com/media/cache/5e/37/5e379c1cc7003127bc74257a1b721540.jpg,covers/Kitchens of the Great Midwest.jpg
Jane Eyre,http://books.toscrape.com/media/cache/0b/9b/0b9bd2c1de5ec402b2c797b53e5257f6.jpg,covers/Jane Eyre.jpg
"Fruits Basket, Vol. 1 (Fruits Basket #1)",http://books.toscrape.com/media/cache/7c/c1/7cc13a8fb238202250e87843c1a62f94.jpg,"covers/Fruits Basket, Vol. 1 (Fruits Basket #1).jpg"
Deep Under (Walker Security #1),http://books.toscrape.com/media/cache/74/e4/74e4ec43c40926c7b57fc0fe0f397183.jpg,covers/Deep Under (Walker Security #1).jpg
Bright Lines,http://books.toscrape.com/media/cache/12/43/1243e7eb614f57f0e4cfee80553fa312.jpg,covers/Bright Lines.jpg
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",http://books.toscrape.com/media/cache/a8/38/a8383903c98af18b898b9d70d5be2c16.jpg,"covers/Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1).jpg"
A Spy's Devotion (The Regency Spies of London #1),http://books.toscrape.com/media/cache/1b/5f/1b5ff86f3c75e51e24c573d3f8bffd8f.jpg,covers/A Spy's Devotion (The Regency Spies of London #1).jpg
"1,000 Places to See Before You Die",http://books.toscrape.com/media/cache/d7/0f/d70f7edd92705c45a82118c3ff6c299d.jpg,"covers/1,000 Places to See Before You Die.jpg"
